【INFO】2025-11-15 11:23:13,011 - config.py - 'API_TOKEN' 未设置，已随机生成新的【API_TOKEN】nCgsRdpxD0iLzrn_VJ9N2A
【INFO】2025-11-15 11:47:34,328 - message.py - 正在停止消息队列...
【INFO】2025-11-15 11:48:43,545 - modules_initializer.py - 认证资源版本：2.4.2
【INFO】2025-11-15 11:48:43,546 - modules_initializer.py - 站点资源版本：2.1.2
【INFO】2025-11-15 11:48:43,546 - resource.py - 开始检测资源包版本...
【WARNING】2025-11-15 11:48:43,546 - log.py - 无法连接资源包仓库！
【INFO】2025-11-15 11:48:43,546 - modules_initializer.py - 用户认证失败，站点认证参数未设置，无法自动进行用户认证！
【INFO】2025-11-15 11:48:43,546 - category.py - 已加载二级分类策略 category.yaml
【INFO】2025-11-15 11:48:43,546 - subscribe.py - 当前用户UUID: 8911abf35f30353426c195840328e874291a97343ea9990a659fc10f6ed6063b
【INFO】2025-11-15 11:48:43,546 - chain - NotificationType.Manual 的消息已设置发送给管理员
【INFO】2025-11-15 11:48:43,546 - message.py - 发送消息：{'message': Notification(channel=None, source=None, mtype=<NotificationType.Manual: '手动处理'>, ctype=None, title='MoviePilot用户认证', text='用户认证失败，站点相关功能将无法使用！', image=None, link=None, userid=None, username=None, date=None, action=1, targets={}, buttons=None, original_message_id=None, original_chat_id=None)}
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: moviepilotupdatenotify
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: zvideohelper
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: webhook
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: meowmsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: clashruleprovider
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: trackereditor
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: tvdbdiscover
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: categoryeditor
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: apprisemsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: gotifymsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: linkmonitor
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: libraryscraper
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: tobypasstrackers
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: episodegroupmeta
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: cloudflarespeedtest
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: doubansync
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: iyuuauth
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: remoteidentifiers
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: ntfymsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: doubanrank
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: ffmpegthumb
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: workwechatmsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: bangumicoll
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: personmeta
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: mpserverstatus
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: tmdbwallpaper
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: playletcategory
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: removelink
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: mediaserverrefresh
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: invitessignin
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: customhosts
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: chinesesubfinder
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: iyuuautoseed
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: brushflow
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: bugreporter
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: rsssubscribe
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: dailyword
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: iyuumsg
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: lexiannot
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: dynamicwechat
【INFO】2025-11-15 11:48:43,546 - system.py - 已恢复插件目录: qbcommand
【ERROR】2025-11-15 11:48:43,701 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/thsrite/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /thsrite/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff8317aa50>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,701 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/thsrite/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/jxxghp/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /jxxghp/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff8315aa50>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/DDS-Derek/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /DDS-Derek/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831a8290>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,702 - plugin.py - 获取插件库失败：https://github.com/thsrite/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/honue/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /honue/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831797c0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/honue/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /honue/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff83179e50>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/madrays/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /madrays/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831a98e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/justzerock/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /justzerock/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff83122fc0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/InfinityPacer/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /InfinityPacer/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff8317b770>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/justzerock/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /justzerock/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831aab40>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/thsrite/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /thsrite/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff83178dd0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/jxxghp/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /jxxghp/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff839f3080>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,704 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/jxxghp/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/DDS-Derek/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /DDS-Derek/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831a8da0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,703 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/KoWming/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /KoWming/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831ab9b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,702 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/InfinityPacer/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /InfinityPacer/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff8317a8a0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,704 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/madrays/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /madrays/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff83a88b30>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,704 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/DDS-Derek/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,704 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/InfinityPacer/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,705 - plugin.py - 获取v2插件库失败：https://github.com/InfinityPacer/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,705 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/thsrite/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,705 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/honue/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/madrays/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/justzerock/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/justzerock/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/jxxghp/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/DDS-Derek/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,706 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/KoWming/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,706 - plugin.py - 获取v2插件库失败：https://github.com/jxxghp/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,706 - plugin.py - 获取v2插件库失败：https://github.com/justzerock/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,707 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/KoWming/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /KoWming/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831784a0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,707 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/madrays/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,707 - plugin.py - 获取插件库失败：https://github.com/jxxghp/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,707 - plugin.py - 获取插件库失败：https://github.com/DDS-Derek/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,707 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/honue/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,707 - plugin.py - 获取插件库失败：https://github.com/honue/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,708 - plugin.py - 获取插件库失败：https://github.com/justzerock/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,707 - plugin.py - 获取v2插件库失败：https://github.com/DDS-Derek/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,708 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/InfinityPacer/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,708 - plugin.py - 获取插件库失败：https://github.com/madrays/MoviePilot-Plugins，请检查 GitHub 网络连接
